,Title,Price,Location,Description,Posted_time
2574,🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី ខណ្ឌសែនសុខ ត្រូវការលក់បន្ទាន់​,"$54,000",Phnom Penh,"(English Below)🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី (ភ្នំពេញថ្មី) ខណ្ឌសែនសុ",2 hours ago
2575,2Bedroom for sale at J-Tower 2 Condo  (No furniture),"$225,000",Phnom Penh,"Code: J21062Bedroom for sale at J-Tower 2 Condo (No furniture)• Location: Street 398, BKK1, Phnom Penh",2 hours ago
2576,"Studio Room Prices only $6x,xxx ជាប់ទន្លេមេគង្គ","$68,000",Phnom Penh,"𝐌𝐨𝐫𝐠𝐚𝐧 𝐄𝐧𝐌𝐚𝐢𝐬𝐨𝐧 Big promotion Studio Room price only $6x,xxxPayment termDown 30p% installment 3year Telegr",2 hours ago
2577,Chip mong condo (ម្ចាស់ផ្ទាល់,"$17,500",Phnom Penh,ខុនដូរថ្មី សំណង់រួចរាល់100%នៅកណ្ដាលក្រុង ងាយស្រួលរស់នៅក្បែរផ្សារទំនើបជាច្រើន នៅជាប់ផ្លូវធំ តែម្ដងទិញភ្លាមចូ,3 hours ago
2578,ទិញខុនដូមួយជាន់ចំណេញមួយជាន់,"$121,100",Phnom Penh,"𝐌𝐨𝐫𝐠𝐚𝐧 𝐄𝐧𝐌𝐚𝐢𝐬𝐨𝐧 Big promotion Loft Max( 2bedroom ) price only $121,100Payment termDown 30% installment 3yea",3 hours ago
2579,2បន្ទប់​គេង​ជាន់ខ្ពស់Viewស្អាត,"$174,739",Phnom Penh,"Unit #3-3614Floor 36thRoom 142បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1,429ទំនាក់ទំន",3 hours ago
2580,Business Spaceទិញ1ជាន់ថែម1ជាន់,"$1,800,000",Phnom Penh,For business concept Restaurant or something,3 hours ago
2581,La vista one (3បន្ទប់គេង 3បន្ទប់ទឹក 2កន្លែងទទួលភ្ញៀវ) ទេសភាញទន្លេមេគង្គ,"$218,000",Phnom Penh,✅Unit : A-11-01▪️Floor : 11▪️Room : 01▪️Size : 127 m2 ▪️View ,3 hours ago
2582,2បន្ទប់​គេង​ផ្លូវមុន្នីវង្ស,"$179,399",Phnom Penh,"ខុនដូ2បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1,467ទំនាក់ទំនង​បន្ថែម​0123289820969249",3 hours ago
2583,The Penthouse (Tk),"$600,000",Phnom Penh,"Phenthouse Time Sqare 2Floor 29thSize Gross333m2Net Area 250m2Original Price $600,000Discount 5%Payment ",3 hours ago
2584,VIP 3 Bedrooms Timesquare306 BKK1 for Sale,"$263,250",Phnom Penh,"English below]ខុនដូ Timesquare306 លក់ជិតអស់ហើយ សូមរួសរាន់ឡើង!✔️ តម្លៃតែ $263,250 បញ្ចុះរហូតដល់ $",3 hours ago
2585,2Bedroom J Tower2 for sale,"$188,000",Phnom Penh,"✔️ Location BKK1✔️ Net size 65m2✔️ Fully Furnished✔️ Facing to N",3 hours ago
2586,Time Square 306 (Big Unit ),"$236,925",Phnom Penh,✅គម្រោងខុនដូកណ្តាលក្រុង BKK1 ប្រភេទThree Bedroom តម្លៃពិសេស $236925☎️093986289/012362365\u270,3 hours ago
2587,La Vista One លក់ប្រូម៉ូហ្សិនចូលឆ្នាំចិន,"$92,000",Phnom Penh,"✅Unit : B- 09- 06▪️Floor : 09▪️Room : 06▪️Size : 59,27 m2 ▪️V",3 hours ago
2588,ខុនដូ 1បន្ទប់គេងលក់តម្លៃ  /Condo 1bed for sale,"$49,000",Phnom Penh,"[English below] 「日本語も対応可能」Code/កូដៈ B613ខុនដូ 1បន្ទប់គេងសម្រាប់លក់  • ទីតាំង សង្កាត់អូរឡាំពិក ខណ្ឌបឹងក",3 hours ago
2589,"Boeng Tumpun area| Modern style 1 bedroom condominium on 5th for sale| Pool, Gym & Sauna","$66,000",Phnom Penh,"Modern style 1 bedroom condominium on 5th for sale in Boeng Tumpun area| Pool, Gym & SaunaSelling pric",3 hours ago
2590,--- One Bedroom in Ps Crystal Condo For Sale ---,"$66,000",Phnom Penh,"--- One Bedroom in Ps Crystal Condo For Sale ---- Price: $ 66,000- Ownership: Strata title- Facing: Nort",3 hours ago
2591,--- Corner Unit Condo Near Independent BKK1 for Urgent Sale! ---,"$75,000",Phnom Penh,"--- Corner Unit Condo Near Independent BKK1 for Urgent Sale! ---- Sale Price: $ 75,000- Size: 35 sqm- Fl",3 hours ago
2592,--- One Bedroom at L Residence Beng Trobek 2 For Urgent Sale ---,"$48,000",Phnom Penh,"--- One Bedroom at L Residence Beng Trobek 2 For Urgent Sale ---- Price: 48,000$- Ownership: Strata title",3 hours ago
2593,--- Beautiful Fully Furnished 2 Bedrooms at Condo Mekong View 1 for Urgent Sale --- ,"$90,000",Phnom Penh,"--- Beautiful Fully Furnished 2 Bedrooms at Condo Mekong View 1 for Urgent Sale --- - Price: 90,000$ include",3 hours ago
2594,--- Two Bedrooms 70sqm at Condo Urban Village Urgent Sale ---,"$115,000",Phnom Penh,"--- Two Bedrooms 70sqm at Condo Urban Village Urgent Sale ---- Price: 115,000$- Size: 70sqm net- Floor: ",3 hours ago
2595,--- One Bedroom 13th Floor At  L Residence Boeung Trabek 2 For Urgent Sale ---,"$65,000",Phnom Penh,"--- One Bedroom 13th Floor At  L Residence Boeung Trabek 2 For Urgent Sale ---- Price: 65,000$- Ownership:",3 hours ago
2596,--- One Bedroom at Condo UK TK Avenue For Urgent Sale ---,"$58,000",Phnom Penh,"--- One Bedroom at Condo UK TK Avenue For Urgent Sale ---- Price: $ 58,000- Ownership: Strata title- Net",3 hours ago
2597,--- BKK Condo L Residence for Sale ---,"$75,000",Phnom Penh,"--- BKK Condo L Residence for Sale ---- Price: $ 75,000- Size (Gross): 58 sqm- Size (Net): 49.1 sqm- F",3 hours ago
2598,Condo For SALE Urgently 60m street Urban Village Phase 2 Under Project Price,"$82,000",Phnom Penh,"**Condo For URGENT SALE on 60m street Urban Village Phase 2**- Price $ 82,000 Very under project price- Gr",3 hours ago
2599,condo លក់បន្ទាន់ទិញភ្លាមចូលនៅភ្លាម,"$130,000",Phnom Penh,"ទិញភ្លាមចូលរស់នៅបានភ្លាម-ខុនដូសម្រាប់លក់/ Condo for sale -តំលៃលក់| sale  Price: $1,900/m2 ចរចា-ផ្ដល់ជូនសំភា",3 hours ago
2600,"7 Makara area| Brand new 1 bedroom condominium for sale| Swimming pool, gym and sauna","$55,000",Phnom Penh,"Brand new 1 bedroom condominium for sale in 7 Makara area| Swimming pool, gym and saunaSelling price: $55,",1 hour ago
2601,ខុនដូទំនេីបមានប្លង់រឹង100%,"$147,595",Phnom Penh,Unit #3-1114ខុនដូ2បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1207ទំនាក់ទំនង​បន្ថែម​01232,2 hours ago
2602,1 bedroom 51sqm bkk2,"$60,000",Phnom Penh,New condominium 1 bedroom 51sqm 19th floor and fully facility | hard tittle from developerPrice one bedroom 5,2 hours ago
2603,ខុនដូ សង់ហើយ អាចចូលស្នាក់នៅបាន,"$83,251",Phnom Penh,"Prince Huanyu ការបង់ប្រាក់ងាយស្រួល មានប្រភេទបន្ទប់ Studio room 1bedroom 2bedroom 3bedroom Information[""\ud83d""]\",2 hours ago
2604,3Bed-Free Fully Furniture Move in,"$277,932",Phnom Penh,"*Unit 1111-Size 105.93Sqm-Type 3Bedroom/2Bathroom-Original Price $321,383*Price After Discount $277,932-B",2 hours ago
2605,Phenthouse ផ្តល់ជូនពិសេស,"$2,735,490",Phnom Penh,Best Offer 1Year Pay0123289820969249289 (Telegram),2 hours ago
2606,"ខុនដូទួលគោក បង់$22,500ចូលនៅភ្លាម","$75,000",Phnom Penh,"✅ ទីតាំងcondoនៅ ភ្នំពេញ  ទួលគោក👉បង់មុនត្រឹន$22,500ចូលនៅភ្លាម✅ នៅក្បែរ ផ្សារ TK  ទួលគោ",2 hours ago
2607,លក់បន្ទាន់ ខុនដូនៅទួលគោក,"$75,000",Phnom Penh,"បង់មុនត្រឹមតែ 22,500$ តែបុណ្តោះ ក្លាយជាម្ចាស់ខុនដូភ្លាមៗ 70% បង់រយៈពេល 36 ខែដោយគ្មានការប្រាក់ អាចបត់បែនបាន ",2 hours ago
2608,បង់មុន 10% ចូលនៅបាន,"$125,403",Phnom Penh,"បង់ $37,621ចូលនៅបានភ្លាម ខុនដូនៅទួលគោកType : Studio Room Size : 36.25 m2 Original price : $143,602Special",2 hours ago
2609,ខុនដូលក់បន្ទាន់ រឺជួល,"$26,000",Phnom Penh,ខុនដូលក់បន្ទាន់ ព្រោះត្រូវការលុយបង្វិល។ បើបងប្អូនចង់បានគ្រាន់តែបង់មុន30% ហើយសល់ប៉ុន្មានអាចបង់បន្តជាមួយខុនដូបាន,2 hours ago
2610,ផេនហៅស៍ទំនេីបជាងគេ,"$339,945",Phnom Penh,លក់បង្ហេីយចំនួន3Unitផ្តល់ជូនពិសេស0123289820969249289,2 hours ago
2611,Flat Villa (Special and Mondern ),"$693,000",Phnom Penh,"V-30-08Size 313SqmFull Price $693,000Price After Discount $663,000Booking $5,000SPA Sign Contract 30%Pay",2 hours ago
2612,condo studio room សម្រាប់លក់,"$78,000",Preah Sihanouk,condo studio room សម្រាប់លក់condo ជាន់ទី១៧​ ថ្មីមិនទាន់ធ្លាប់ចូល​ស្នាក់នៅ​ទំហំ44sqm​ បែរមុខ​ sihanoukville c,2 hours ago
2613,Condo for sale (Down 30% Move in),"$86,084",Phnom Penh,"💥💥Tk StarUnit: 707Floor: 7Size : 52.49 sqm Final price: 86,084$———————————————Paym",2 hours ago
2614,Rose condo two bedroom with new interior design for sale /玫瑰豪华装修两房出售,"$250,000",Phnom Penh,Floor/楼层：High /高楼2 Bedroom/2室1厅 Size/面积：132m²Direction/方向：East 朝东Telegram/飞机号：@simsivteang,2 hours ago
2615,ខុនដូសម្រាប់លក់,"$140,000",Phnom Penh,"ប្រភេទ ១បន្ទប់គេង😍តម្លៃ​ ៖​ 13X,XXX USDទំហំចាប់ពី ៖​​ 58.64sqmថែមជូនគ្រឿងសង្ហារឹមពេញ (Smart-hom",2 hours ago
2616,Penthouse One Park សង់ហើយ100% ចូលនៅបានភ្លាមៗ,"$1,299,320",Phnom Penh,"Payment Down 30p% installment with Developer or Bank • Land Size: 8 hectares • Construction area: 330,000s",2 hours ago
2617,Luxury Phenthouse,"$3,683,080",Phnom Penh,"Luxury Penthouse 45th Floor After Decor and Fully Furniture Booking:$100,000SPA30%=$1,104,92370% Installm",2 hours ago
2618,Condo The Star Polaris 23,"$49,999",Phnom Penh,"ខុនដូនៅបុរីប៉េងហួតបឹងស្នោរ ត្រូវការលក់បន្ទាន់-ទំហំ៖ 30ម៉ែត្រការ៉េ ជាន់ទី១៨ បែរទៅទិសខាងត្បូង -មានបន្ទប់គេង១",2 hours ago
2619,The Star Polaris 23,"$49,999",Phnom Penh,-ខុនដូរ ជាន់ទី១៨ បែរទៅត្បូង មានទេសភាពខាងសួនអុឺរ៉ុប-ផ្តល់ជូនគ្រឿងសង្ហារឹមមួយឈុតដូចរូប មានទូខោអាវ វាំងនន សាឡុង ,2 hours ago
2620,The Penthouse Residence,"$350,000",Phnom Penh,The Penthouse Residence-ផ្តល់ជូនសំភារៈដូចជា៖ ម៉ាស៊ីនត្រជាក់ គ្រឿងសង្ហារឹម វាំងនន គ្រែ ពូក កម្រាលពូក សាឡុង តុ ,2 hours ago
2621,The Penthouse Residence,"$350,000",Phnom Penh,The Penthouse Residence-ផ្តល់ជូនសំភារៈដូចជា៖ ម៉ាស៊ីនត្រជាក់ គ្រឿងសង្ហារឹម វាំងនន គ្រែ ពូក កម្រាលពូក សាឡុង តុ ,2 hours ago
2622,2Bedroom River View,"$138,666",Phnom Penh,"Future CityUnit :901Size : (81.04m2 Gross,66.80m2 Net )Full Price:$163,133Sale Price:$138,663Typ : B1-",2 hours ago
2623,🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី ខណ្ឌសែនសុខ ត្រូវការលក់បន្ទាន់​,"$54,000",Phnom Penh,"(English Below)🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី (ភ្នំពេញថ្មី) ខណ្ឌសែនសុ",2 hours ago
2624,2Bedroom for sale at J-Tower 2 Condo  (No furniture),"$225,000",Phnom Penh,"Code: J21062Bedroom for sale at J-Tower 2 Condo (No furniture)• Location: Street 398, BKK1, Phnom Penh",2 hours ago
2625,"Studio Room Prices only $6x,xxx ជាប់ទន្លេមេគង្គ","$68,000",Phnom Penh,"𝐌𝐨𝐫𝐠𝐚𝐧 𝐄𝐧𝐌𝐚𝐢𝐬𝐨𝐧 Big promotion Studio Room price only $6x,xxxPayment termDown 30p% installment 3year Telegr",2 hours ago
2626,Chip mong condo (ម្ចាស់ផ្ទាល់,"$17,500",Phnom Penh,ខុនដូរថ្មី សំណង់រួចរាល់100%នៅកណ្ដាលក្រុង ងាយស្រួលរស់នៅក្បែរផ្សារទំនើបជាច្រើន នៅជាប់ផ្លូវធំ តែម្ដងទិញភ្លាមចូ,3 hours ago
2627,ទិញខុនដូមួយជាន់ចំណេញមួយជាន់,"$121,100",Phnom Penh,"𝐌𝐨𝐫𝐠𝐚𝐧 𝐄𝐧𝐌𝐚𝐢𝐬𝐨𝐧 Big promotion Loft Max( 2bedroom ) price only $121,100Payment termDown 30% installment 3yea",3 hours ago
2628,2បន្ទប់​គេង​ជាន់ខ្ពស់Viewស្អាត,"$174,739",Phnom Penh,"Unit #3-3614Floor 36thRoom 142បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1,429ទំនាក់ទំន",3 hours ago
2629,Business Spaceទិញ1ជាន់ថែម1ជាន់,"$1,800,000",Phnom Penh,For business concept Restaurant or something,3 hours ago
2630,La vista one (3បន្ទប់គេង 3បន្ទប់ទឹក 2កន្លែងទទួលភ្ញៀវ) ទេសភាញទន្លេមេគង្គ,"$218,000",Phnom Penh,✅Unit : A-11-01▪️Floor : 11▪️Room : 01▪️Size : 127 m2 ▪️View ,3 hours ago
2631,2បន្ទប់​គេង​ផ្លូវមុន្នីវង្ស,"$179,399",Phnom Penh,"ខុនដូ2បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1,467ទំនាក់ទំនង​បន្ថែម​0123289820969249",3 hours ago
2632,The Penthouse (Tk),"$600,000",Phnom Penh,"Phenthouse Time Sqare 2Floor 29thSize Gross333m2Net Area 250m2Original Price $600,000Discount 5%Payment ",3 hours ago
