N,Model,Price,Ram,CPU,Graphic,Storage
1209,Asus,"$2,449.00 ",16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD
1210,Apple,"$1,279.00 ",8GB,Intel Core M 1.2GHz,Intel HD Graphics 515,512GB Flash Storage
1211,Asus,"$1,749.00 ",16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD
1212,MSI,"$1,948.99 ",16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
1213,Dell,$999.00 ,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
1214,Asus,"$1,949.00 ",16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
1215,Acer,$174.00 ,2GB,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,32GB SSD
1216,Acer,$598.00 ,4GB,Intel Core i3 6006U 2GHz,Nvidia GeForce 940MX,1TB HDD
1217,Lenovo,$539.00 ,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD
1218,Lenovo,"$1,272.00 ",8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960<U+039C>,128GB SSD +  1TB HDD
1219,Acer,"$1,149.00 ",8GB,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,256GB SSD
1220,Lenovo,"$1,529.00 ",8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
1221,MSI,"$1,476.11 ",8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD
1222,HP,$529.00 ,6GB,AMD A12-Series 9720P 2.7GHz,AMD Radeon 530,1TB HDD
1223,Dell,"$1,713.37 ",8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD
1224,Dell,$509.00 ,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD
1225,Asus,$309.00 ,4GB,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,1TB HDD
1226,Dell,"$1,477.00 ",8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
1227,Dell,$521.86 ,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 520,1TB HDD
1228,Lenovo,"$1,029.00 ",16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,128GB SSD +  1TB HDD
1229,MSI,"$1,149.00 ",8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD
1230,Lenovo,"$1,650.00 ",16GB,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,512GB SSD
1231,Razer,"$3,499.00 ",16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,1TB SSD
1232,Dell,$469.01 ,8GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD
1233,MSI,"$1,598.00 ",16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
1234,Apple,$959.00 ,4GB,Intel Core i5 1.6GHz,Intel HD Graphics 6000,256GB Flash Storage
1235,HP,$478.00 ,4GB,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD
1236,HP,"$2,198.19 ",8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
1237,Dell,$737.00 ,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
1238,MSI,"$1,169.00 ",8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,128GB SSD +  1TB HDD
1239,Lenovo,"$1,499.00 ",16GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD
1240,Lenovo,$597.57 ,6GB,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,256GB SSD
1241,Asus,"$1,280.00 ",8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
1242,Acer,$361.80 ,4GB,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,500GB HDD
1243,Dell,"$1,799.00 ",16GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,512GB SSD
1244,HP,"$1,099.99 ",4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
1245,Asus,"$1,600.00 ",16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD
1246,Dell,$875.00 ,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
1247,Asus,"$2,325.00 ",16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD
1248,Lenovo,$573.00 ,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
1249,Dell,"$1,813.00 ",8GB,Intel Core i5 7Y54 1.2GHz,Intel HD Graphics 615,256GB SSD
1250,Dell,$324.00 ,4GB,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics,500GB HDD
1251,HP,$399.00 ,4GB,AMD A6-Series 9220 2.5GHz,AMD Radeon R4 Graphics,500GB HDD
1252,Lenovo,$569.00 ,6GB,Intel Core i3 6100U 2.3GHz,Nvidia GeForce 920MX,128GB SSD
1253,Lenovo,"$1,072.00 ",8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
1254,Dell,$443.99 ,4GB,Intel Pentium Quad Core N3700 1.6GHz,Intel HD Graphics,500GB HDD
1255,Asus,$339.00 ,4GB,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD
1256,Asus,"$1,900.00 ",16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,128GB SSD +  1TB HDD
1257,Dell,$490.00 ,4GB,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,500GB HDD
1258,Lenovo,$895.00 ,8GB,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,1.0TB Hybrid
1259,MSI,"$1,229.00 ",8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,128GB SSD +  1TB HDD
1260,Lenovo,$833.01 ,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD
1261,Asus,$729.00 ,8GB,Intel Core M 6Y30 0.9GHz,Intel HD Graphics 515,512GB SSD
1262,Dell,$459.00 ,6GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD
1263,Acer,$289.00 ,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,500GB HDD
1264,Dell,$379.00 ,2GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
1265,Lenovo,$899.00 ,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,1TB HDD
1266,HP,$549.99 ,6GB,AMD A9-Series 9410 2.9GHz,AMD Radeon R7 M440,1.0TB Hybrid
1267,Dell,$805.99 ,8GB,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,1TB HDD
1268,HP,$209.00 ,2GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,32GB Flash Storage
1269,Asus,$720.32 ,4GB,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920M,500GB HDD
1270,Lenovo,$638.00 ,4GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,128GB SSD
1271,Lenovo,"$1,499.00 ",16GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,512GB SSD
1272,Lenovo,$229.00 ,2GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,64GB Flash Storage
1273,HP,$764.00 ,6GB,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,1TB HDD
1274,Asus,$369.00 ,4GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
1275,Asus,$729.00 ,8GB,Intel Core M 6Y30 0.9GHz,Intel HD Graphics 515,512GB SSD
1276,Dell,$459.00 ,6GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD
1277,Acer,$289.00 ,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,500GB HDD
1278,Dell,$379.00 ,2GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
1279,Lenovo,$899.00 ,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,1TB HDD
1280,HP,$549.99 ,6GB,AMD A9-Series 9410 2.9GHz,AMD Radeon R7 M440,1.0TB Hybrid
1281,Dell,$805.99 ,8GB,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,1TB HDD
1282,HP,$209.00 ,2GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,32GB Flash Storage
1283,Asus,$720.32 ,4GB,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920M,500GB HDD
1284,Lenovo,$638.00 ,4GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,128GB SSD
1285,Lenovo,"$1,499.00 ",16GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,512GB SSD
1286,Lenovo,$229.00 ,2GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,64GB Flash Storage
1287,HP,$764.00 ,6GB,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,1TB HDD
1288,Asus,$369.00 ,4GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
1289,Asus,$729.00 ,8GB,Intel Core M 6Y30 0.9GHz,Intel HD Graphics 515,512GB SSD
1290,Dell,$459.00 ,6GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD
1291,Acer,$289.00 ,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,500GB HDD
1292,Dell,$379.00 ,2GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
1293,Lenovo,$899.00 ,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,1TB HDD
1294,HP,$549.99 ,6GB,AMD A9-Series 9410 2.9GHz,AMD Radeon R7 M440,1.0TB Hybrid
1295,Dell,$805.99 ,8GB,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,1TB HDD
1296,HP,$209.00 ,2GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,32GB Flash Storage
1297,Asus,$720.32 ,4GB,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920M,500GB HDD
1298,Lenovo,$638.00 ,4GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,128GB SSD
1299,Lenovo,"$1,499.00 ",16GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,512GB SSD
1300,Lenovo,$229.00 ,2GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,64GB Flash Storage
1301,HP,$764.00 ,6GB,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,1TB HDD
1302,Asus,$369.00 ,4GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
1303,,"$1,549 ",8GB,Ryzen™ 9 5950HX 8-Core 16-Thread,AMD Radeon Graphics 8-Core,1TB M.2 PCIe
1304,,$459 ,8GB,12th Gen Intel Core i5-1235U,Intel® Graphics,NA
1305,,$949 ,16GB,12th Gen Intel i7-12700H 14C/20T,Intel Graphics eligible,512GB PCIe SSD
1306,,"$1,049 ",16GB,11th Gen Intel i5-11400H 6C/12T,Intel Graphics eligible,512GB PCIe SSD
1307,,$729 ,4GB,11th Gen Intel® Core™ i5-1155G7,Intel® Iris® Xe Graphics,512GB PCIe SSD
1308,,$499 ,8GB,Intel 12th Gen Series 2022,Intel UHD Graphics,256GB M.2 PCIe
1309,,$629 ,4GB,11th Gen Intel Core i7-1165G7,Intel Iris Xe Graphics,256GB M.2 PCIe
1310,,$385 ,8GB,Intel Celeron N5100 Quad 4-Core,NA,256GB M.2 PCIe
1311,,,8GB,11th Gen Intel Core i5-1135G7,Inel Iris Xe Graphics,256GB M.2 PCIe
1312,,$699 ,8GB,Qualcomm® Snapdragon™ 8cx Gen 2,NA,256GB M.2 PCIe
1313,,$599 ,8GB,11th Gen Intel Core i5-1135G7,NA,256GB M.2 PCIe
1314,,$949 ,8GB,12th Gen Intel i5-12500H 12C/16T,Intel Graphics eligible,256GB PCIe SSD
1315,,$949 ,16GB,12th Gen Intel i7-12700H 14C/20T,Intel Graphics eligible,256GB PCIe SSD
1316,,"$1,099 ",4GB,12th Gen Intel i5-12500H 12C/16T,Intel Graphics eligible,512GB M.2 PCIe SSD
1317,,$349 ,4GB,Intel N4020 1.10GHz Max 2.80GHz,Intel UHD Graphics 600,NA
1318,,$369 ,4GB,Intel N4020 1.10GHz Max 2.80GHz,Intel UHD Graphics 600,NA
1319,,$349 ,8GB,Intel® Celeron® N4500 Processor,Intel UHD Graphics,NA
1320,,$399 ,8GB,Intel® Core™ i3-1115G4 Processor,Intel UHD Graphics,NA
1321,,$399 ,8GB,Intel® Core™ i3-1115G4 Processor,Intel UHD Graphics,NA
1322,,$629 ,8GB,Intel®Core™ i3®-N305 Processor,Intel® Iris® Xe Graphics,NA
1323,,$629 ,8GB,Intel®Core™ i5®-1235U Processor,Intel® Iris® Xe Graphics,NA
1324,,$679 ,8GB,Intel®Core™ i5-13500H Processor,Intel® Iris® Xe Graphics,NA
1325,,$789 ,8GB,Intel®Core™ i5-13500H Processor,Intel® Iris® Xe Graphics,NA
1326,,$699 ,8GB,Intel®Core™ i5-13500H Processor,Intel® Iris® Xe Graphics,NA
1327,,$549 ,8GB,AMD 5000 Series Ryzen™ 5 5600H,NA,NA
1328,,$899 ,8GB,AMD Ryzen™ 5 4600H 6-core/12-thread,NA,NA
1329,,$879 ,8GB,12th Gen Intel® Core™ i5® 12450H,Intel® Iris Xe Graphics,NA
1330,,"$1,079 ",16GB,12th Gen Intel® Core™ i5-12500H,NA,NA
1331,,"$1,179 ",16GB,AMD 5000 Series Ryzen™ 7 5800H,NA,NA
1332,,"$1,629 ",16GB,12th Gen Intel® Core™ i7-12650H,NA,NA
1333,,"$1,679 ",16GB,13th Gen Intel® Core™ i9-13900H,NA,NA
1334,,"$1,779 ",16GB,13th Gen Intel® Core™ i9-13900H,NA,NA
1335,,"$1,349 ",16GB,AMD 5000 Series Ryzen™ 7 5800H,NA,NA
1336,,"$2,499 ",16GB,13th Gen Intel® Core™ i9-13900H,NA,NA
1337,,"$1,279 ",16GB,12th Gen Intel Core I7-1260P,Intel® Iris Xe Graphics,NA
1338,,$879 ,8GB,Ryzen™ 7 5825U 8-core/16-thread,AMD Radeon™ Graphics,NA
1339,,$799 ,8GB,12th Gen Intel Evo Core I5-1240P,Intel® Iris Xe Graphics,NA
1340,,"$1,499 ",16GB,13th Gen Intel Core I7-1355U,Intel® Iris Xe Graphics,NA
1341,,"$1,449 ",16GB,13th Gen Intel Core I7-1360P,Intel Iris Xe Graphics,NA
1342,,"$1,449 ",16GB,"Ryzen™ 7 6800H 8 cores, 16 threads",,1TB M.2 PCIe
1343,,"$1,549 ",16GB,Intel® Core™ i7-11800H 8C 16T,,1TB M.2 PCIe
1344,,"$1,849 ",16GB,12th Gen Intel i7 12700H 14C/20T,Intel UHD Graphics,1TB M.2 PCIe
1345,,"$3,699 ",16GB,13th Gen Intel® Core™i9-13950HX,,NA
1346,,$749 ,8GB,11th Gen Intel Evo Core i5-1135G7,Intel Iris Xe Graphics,NA
1347,,"$1,039 ",8GB,12th Gen Intel i5-1235U 10C/12T,Intel Iris Xe Graphics,NA
1348,,"$1,799 ",16GB,Intel i7-12850HX 16-Core 24-Thread,Intel® UHD Graphics for 12th,NA
1349,,$649 ,8GB,12th Gen Intel i5-1235U Processors,Intel® UHD Graphics for 12th Gen,NA
1350,,"$1,159 ",16GB,12th Gen Intel i7-1260P Processors,Intel Iris Xe Graphics,NA
1351,,"$1,049 ",16GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,NA
1352,,$929 ,16GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,NA
1353,,"$1,099 ",16GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,NA
1354,,"$1,039 ",16GB,12th Gen Intel i7-1255U Processors,Intel Iris Xe Graphics,NA
1355,,"$1,269 ",16GB,12th Gen Intel i7-1255U Processors,Intel Iris Xe Graphics,NA
1356,,"$1,049 ",16GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,NA
1357,,"$1,299 ",16GB,12th Gen Intel i7-12700H Processors,,NA
1358,,$929 ,8GB,11th Gen Intel i7-11800H 16-Thread,Intel® UHD Graphics,NA
1359,Asus,$870 ,16GB,AMD Ryzen 7,4GB,500GB - 512GB
1360,Dell,$610 ,8GB,Intel Core i7,4GB,500GB - 512GB
1361,Apple,$955 ,8GB,M1,2GB & Under,250GB - 256GB
1362,Microsoft,$765 ,8GB,Intel Core i5,4GB,500GB - 512GB
1363,Apple,$865 ,16GB,Intel Core i7,2GB & Under,500GB - 512GB
1364,Asus,$880 ,16GB,AMD Ryzen 7,4GB,500GB - 512GB
1365,Apple,$675 ,16GB,Intel Core i5,2GB & Under,128GB & Under
1366,Asus,$329.00 ,8GB,Intel Core i3,2GB & Under,500GB - 512GB
1367,Asus,$485.00 ,8GB,Intel Core i5,4GB,1TB
1368,Asus,"$1,100 ",16GB,Intel Core i7,Integrated,1TB
1369,Acer,$499.00 ,8GB,Other,2GB & Under,500GB - 512GB
1370,Lenovo,$465 ,8GB,Intel Core i7,2GB & Under,250GB - 256GB
1371,Apple,$649 ,8GB,Intel Core i5,Integrated,250GB - 256GB
1372,Apple,$598.01 ,16GB,Intel Core i7,Integrated,250GB - 256GB
1373,Dell,$479 ,8GB,Intel Core i7,Integrated,250GB - 256GB
1374,MSI,$409 ,8GB,Intel Core i3,Integrated,500GB - 512GB
1375,Asus,"$1,899.00 ",32GB,Intel Core i9,8GB,1TB
1376,Asus,"$2,199.00 ",32GB,Intel Core i9,8GB,2TB & Larger
1377,Asus,"$1,599.00 ",16GB,Intel Core i9,6GB,1TB
1378,MSI,"$1,349.00 ",16GB,Intel Core i7,8GB,1TB
1379,Asus,$359.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1380,Asus,$799.00 ,12GB,Intel Core i7,Integrated,500GB - 512GB
1381,Asus,$379.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1382,Asus,$359.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1383,MSI,$769.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1384,MSI,$679.00 ,8GB,Intel Core i5,4GB,500GB - 512GB
1385,MSI,"$1,149.00 ",16GB,Intel Core i7,8GB,500GB - 512GB
1386,MSI,$629.00 ,16GB,AMD Ryzen 5,Integrated,500GB - 512GB
1387,Acer,$399.01 ,4GB,Intel Core i3,2GB & Under,250GB - 256GB
1388,Asus,$599.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1389,Acer,$499.00 ,8GB,Intel Core i5,4GB,250GB - 256GB
1390,Acer,$299.00 ,8GB,AMD Ryzen 3,2GB & Under,128GB & Under
1391,Lenovo,$750 ,16GB,Intel Core i7,Integrated,1TB
1392,Apple,$700 ,8GB,Intel Core i5,Integrated,250GB - 256GB
1393,Dell,$499.00 ,8GB,Intel Core i5,2GB & Under,500GB - 512GB
1394,Lenovo,"$1,199 ",32GB,AMD Ryzen 7,8GB,500GB - 512GB
1395,Dell,$325 ,8GB,Intel Core i7,4GB,250GB - 256GB
1396,Dell,$755 ,32GB,Intel Core i7,4GB,500GB - 512GB
1397,Lenovo,$315.00 ,4GB,Intel Core i5,4GB,128GB & Under
1398,Dell,$455 ,8GB,Intel Core i7,4GB,250GB - 256GB
1399,HP,$345 ,8GB,Intel Core i5,4GB,250GB - 256GB
1400,Asus,$330 ,4GB,Intel Core i5,Integrated,128GB & Under
1401,HP,$399 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1402,Lenovo,$850 ,16GB,Intel Core i5,12GB,1TB
1403,Dell,$699.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1404,Lenovo,$375 ,16GB,Intel Core i7,2GB & Under,250GB - 256GB
1405,Lenovo,$499 ,8GB,Intel Core i7,4GB,1TB
1406,Lenovo,$499 ,8GB,Intel Core i5,2GB & Under,250GB - 256GB
1407,Asus,$399 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1408,Asus,$510.00 ,8GB,Intel Core i5,4GB,500GB - 512GB
1409,Asus,$870 ,16GB,AMD Ryzen 7,4GB,500GB - 512GB
1410,Dell,$610 ,8GB,Intel Core i7,4GB,500GB - 512GB
1411,Apple,$955 ,8GB,M1,2GB & Under,250GB - 256GB
1412,Microsoft,$765 ,8GB,Intel Core i5,4GB,500GB - 512GB
1413,Apple,$865 ,16GB,Intel Core i7,2GB & Under,500GB - 512GB
1414,Asus,$880 ,16GB,AMD Ryzen 7,4GB,500GB - 512GB
1415,Apple,$675 ,16GB,Intel Core i5,2GB & Under,128GB & Under
1416,Asus,$329.00 ,8GB,Intel Core i3,2GB & Under,500GB - 512GB
1417,Asus,$485.00 ,8GB,Intel Core i5,4GB,1TB
1418,Asus,"$1,100 ",16GB,Intel Core i7,Integrated,1TB
1419,Acer,$499.00 ,8GB,Other,2GB & Under,500GB - 512GB
1420,Lenovo,$465 ,8GB,Intel Core i7,2GB & Under,250GB - 256GB
1421,Apple,$649 ,8GB,Intel Core i5,Integrated,250GB - 256GB
1422,Apple,$598.01 ,16GB,Intel Core i7,Integrated,250GB - 256GB
1423,Dell,$479 ,8GB,Intel Core i7,Integrated,250GB - 256GB
1424,MSI,$409 ,8GB,Intel Core i3,Integrated,500GB - 512GB
1425,Asus,"$1,899.00 ",32GB,Intel Core i9,8GB,1TB
1426,Asus,"$2,199.00 ",32GB,Intel Core i9,8GB,2TB & Larger
1427,Asus,"$1,599.00 ",16GB,Intel Core i9,6GB,1TB
1428,MSI,"$1,349.00 ",16GB,Intel Core i7,8GB,1TB
1429,Asus,$359.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1430,Asus,$799.00 ,12GB,Intel Core i7,Integrated,500GB - 512GB
1431,Asus,$379.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1432,Asus,$359.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1433,MSI,$769.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1434,MSI,$679.00 ,8GB,Intel Core i5,4GB,500GB - 512GB
1435,MSI,"$1,149.00 ",16GB,Intel Core i7,8GB,500GB - 512GB
1436,MSI,$629.00 ,16GB,AMD Ryzen 5,Integrated,500GB - 512GB
1437,Acer,$399.01 ,4GB,Intel Core i3,2GB & Under,250GB - 256GB
1438,Asus,$599.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1439,Acer,$499.00 ,8GB,Intel Core i5,4GB,250GB - 256GB
1440,Acer,$299.00 ,8GB,AMD Ryzen 3,2GB & Under,128GB & Under
1441,Lenovo,$750 ,16GB,Intel Core i7,Integrated,1TB
1442,Apple,$700 ,8GB,Intel Core i5,Integrated,250GB - 256GB
1443,Dell,$499.00 ,8GB,Intel Core i5,2GB & Under,500GB - 512GB
1444,Lenovo,"$1,199 ",32GB,AMD Ryzen 7,8GB,500GB - 512GB
1445,Dell,$325 ,8GB,Intel Core i7,4GB,250GB - 256GB
1446,Dell,$755 ,32GB,Intel Core i7,4GB,500GB - 512GB
1447,Lenovo,$315.00 ,4GB,Intel Core i5,4GB,128GB & Under
1448,Dell,$455 ,8GB,Intel Core i7,4GB,250GB - 256GB
1449,HP,$345 ,8GB,Intel Core i5,4GB,250GB - 256GB
1450,Asus,$330 ,4GB,Intel Core i5,Integrated,128GB & Under
1451,HP,$399 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1452,Lenovo,$850 ,16GB,Intel Core i5,12GB,1TB
1453,Dell,$699.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1454,Lenovo,$375 ,16GB,Intel Core i7,2GB & Under,250GB - 256GB
1455,Lenovo,$499 ,8GB,Intel Core i7,4GB,1TB
1456,Lenovo,$499 ,8GB,Intel Core i5,2GB & Under,250GB - 256GB
1457,Asus,$399 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1458,Asus,$510.00 ,8GB,Intel Core i5,4GB,500GB - 512GB
1459,Dell,$610 ,8GB,Intel Core i7,4GB,500GB - 512GB
1460,Apple,$955 ,8GB,M1,2GB & Under,250GB - 256GB
1461,Microsoft,$765 ,8GB,Intel Core i5,4GB,500GB - 512GB
1462,Apple,$865 ,16GB,Intel Core i7,2GB & Under,500GB - 512GB
1463,Asus,$880 ,16GB,AMD Ryzen 7,4GB,500GB - 512GB
1464,Apple,$675 ,16GB,Intel Core i5,2GB & Under,128GB & Under
1465,Asus,$329.00 ,8GB,Intel Core i3,2GB & Under,500GB - 512GB
1466,Asus,$485.00 ,8GB,Intel Core i5,4GB,1TB
1467,Asus,"$1,100 ",16GB,Intel Core i7,Integrated,1TB
1468,Acer,$499.00 ,8GB,Other,2GB & Under,500GB - 512GB
1469,Lenovo,$465 ,8GB,Intel Core i7,2GB & Under,250GB - 256GB
1470,Apple,$649 ,8GB,Intel Core i5,Integrated,250GB - 256GB
1471,Apple,$598.01 ,16GB,Intel Core i7,Integrated,250GB - 256GB
1472,Dell,$479 ,8GB,Intel Core i7,Integrated,250GB - 256GB
1473,MSI,$409 ,8GB,Intel Core i3,Integrated,500GB - 512GB
1474,Asus,"$1,899.00 ",32GB,Intel Core i9,8GB,1TB
1475,Asus,"$2,199.00 ",32GB,Intel Core i9,8GB,2TB & Larger
1476,Asus,"$1,599.00 ",16GB,Intel Core i9,6GB,1TB
1477,MSI,"$1,349.00 ",16GB,Intel Core i7,8GB,1TB
1478,Asus,$359.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1479,Asus,$799.00 ,12GB,Intel Core i7,Integrated,500GB - 512GB
1480,Asus,$379.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1481,Asus,$359.00 ,8GB,Intel Core i3,Integrated,250GB - 256GB
1482,MSI,$769.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1483,MSI,$679.00 ,8GB,Intel Core i5,4GB,500GB - 512GB
1484,MSI,"$1,149.00 ",16GB,Intel Core i7,8GB,500GB - 512GB
1485,MSI,$629.00 ,16GB,AMD Ryzen 5,Integrated,500GB - 512GB
1486,Acer,$399.01 ,4GB,Intel Core i3,2GB & Under,250GB - 256GB
1487,Asus,$599.00 ,16GB,Intel Core i5,4GB,500GB - 512GB
1488,Acer,$499.00 ,8GB,Intel Core i5,4GB,250GB - 256GB
1489,Acer,$299.00 ,8GB,AMD Ryzen 3,2GB & Under,128GB & Under
1490,Lenovo,$750 ,16GB,Intel Core i7,Integrated,1TB
1491,Apple,$700 ,8GB,Intel Core i5,Integrated,250GB - 256GB
1492,Dell,$499.00 ,8GB,Intel Core i5,2GB & Under,500GB - 512GB
1493,Lenovo,"$1,199 ",32GB,AMD Ryzen 7,8GB,500GB - 512GB
1494,Dell,$325 ,8GB,Intel Core i7,4GB,250GB - 256GB
1495,Dell,$755 ,32GB,Intel Core i7,4GB,500GB - 512GB
1496,Lenovo,$315.00 ,4GB,Intel Core i5,4GB,128GB & Under
1497,Dell,$455 ,8GB,Intel Core i7,4GB,250GB - 256GB
